path_id,od_id,arc_id,value
57,19,3,1.0
60,22,59,1.0
61,22,83,1.0
61,22,61,1.0
62,22,241,1.0
62,22,57,1.0
63,23,159,1.0
64,23,83,1.0
64,23,88,1.0
65,23,380,1.0
65,23,155,1.0
66,24,159,1.0
67,24,83,1.0
67,24,88,1.0
68,24,380,1.0
68,24,155,1.0
69,25,241,1.0
69,25,238,1.0
69,25,215,1.0
70,25,83,1.0
70,25,86,1.0
70,25,238,1.0
70,25,215,1.0
71,25,241,1.0
71,25,238,1.0
71,25,311,1.0
71,25,207,1.0
72,26,241,1.0
72,26,238,1.0
72,26,311,1.0
73,26,83,1.0
73,26,86,1.0
73,26,238,1.0
73,26,311,1.0
74,26,241,1.0
74,26,238,1.0
74,26,215,1.0
74,26,206,1.0
75,27,241,1.0
75,27,238,1.0
75,27,215,1.0
75,27,210,1.0
76,27,159,1.0
76,27,152,1.0
76,27,409,1.0
76,27,389,1.0
76,27,373,1.0
77,27,83,1.0
77,27,86,1.0
77,27,238,1.0
77,27,215,1.0
77,27,210,1.0
78,27,241,1.0
78,27,238,1.0
78,27,311,1.0
78,27,207,1.0
78,27,210,1.0
79,28,159,1.0
79,28,152,1.0
79,28,409,1.0
80,28,380,1.0
80,28,382,1.0
80,28,409,1.0
81,28,83,1.0
81,28,84,1.0
81,28,382,1.0
81,28,409,1.0
82,29,159,1.0
82,29,152,1.0
82,29,409,1.0
83,29,380,1.0
83,29,382,1.0
83,29,409,1.0
84,29,83,1.0
84,29,84,1.0
84,29,382,1.0
84,29,409,1.0
85,30,241,1.0
85,30,238,1.0
85,30,311,1.0
85,30,203,1.0
86,30,241,1.0
86,30,238,1.0
86,30,215,1.0
86,30,201,1.0
87,30,83,1.0
87,30,86,1.0
87,30,238,1.0
87,30,311,1.0
87,30,203,1.0
88,31,241,1.0
88,31,238,1.0
88,31,458,1.0
88,31,460,1.0
89,31,241,1.0
89,31,238,1.0
89,31,275,1.0
89,31,270,1.0
89,31,438,1.0
90,31,83,1.0
90,31,86,1.0
90,31,238,1.0
90,31,458,1.0
90,31,460,1.0
91,31,241,1.0
91,31,238,1.0
91,31,443,1.0
91,31,438,1.0
92,32,241,1.0
92,32,244,1.0
93,32,83,1.0
93,32,86,1.0
93,32,244,1.0
94,32,59,1.0
94,32,62,1.0
95,33,241,1.0
95,33,244,1.0
96,33,83,1.0
96,33,86,1.0
96,33,244,1.0
97,33,59,1.0
97,33,62,1.0
98,34,241,1.0
98,34,244,1.0
99,34,83,1.0
99,34,86,1.0
99,34,244,1.0
100,34,59,1.0
100,34,62,1.0
101,35,241,1.0
101,35,238,1.0
101,35,275,1.0
102,35,83,1.0
102,35,86,1.0
102,35,238,1.0
102,35,275,1.0
103,35,59,1.0
103,35,54,1.0
103,35,275,1.0
104,36,159,1.0
104,36,156,1.0
104,36,1,1.0
105,36,83,1.0
105,36,90,1.0
105,36,7,1.0
106,36,83,1.0
106,36,88,1.0
106,36,156,1.0
106,36,1,1.0
107,37,241,1.0
