日期,时段,开始时间,结束时间,电站名称,电压(V),电流(A),功率(kW),电量,换电次数(次),充电次数(次)
2025/5/28,23:30-23:45,23:30,23:45,唐山海宜路1号站,657,791.7,521.4,129.07,0,0
2025/5/28,23:15-23:30,23:15,23:30,唐山海宜路1号站,652.3,614.9,401.7,98.42,1,0
2025/5/28,23:00-23:15,23:00,23:15,唐山海宜路1号站,651.1,658.9,428.9,105.94,0,0
2025/5/28,22:45-23:00,22:45,23:00,唐山海宜路1号站,654,611.9,400.9,99.07,1,0
2025/5/28,22:30-22:45,22:30,22:45,唐山海宜路1号站,650.1,657.6,428.5,105.75,1,0
2025/5/28,22:15-22:30,22:15,22:30,唐山海宜路1号站,650.8,1081.9,710.8,175.5,0,0
2025/5/28,22:00-22:15,22:00,22:15,唐山海宜路1号站,656.5,763.4,502,120.16,1,0
2025/5/28,21:45-22:00,21:45,22:00,唐山海宜路1号站,658,791.8,522.5,125.9,1,0
2025/5/28,21:30-21:45,21:30,21:45,唐山海宜路1号站,655,775.5,509.6,123.13,1,0
2025/5/28,21:15-21:30,21:15,21:30,唐山海宜路1号站,650.6,430.6,280.4,69.33,1,0
2025/5/28,21:00-21:15,21:00,21:15,唐山海宜路1号站,651,330.8,215.5,53.16,1,0
2025/5/28,20:45-21:00,20:45,21:00,唐山海宜路1号站,434.6,139.7,90.9,21.97,1,0
2025/5/28,20:30-20:45,20:30,20:45,唐山海宜路1号站,668.2,248.9,166.4,41.66,0,0
2025/5/28,20:15-20:30,20:15,20:30,唐山海宜路1号站,663.2,478.3,317.3,77.93,0,0
2025/5/28,20:00-20:15,20:00,20:15,唐山海宜路1号站,642.7,690.8,455.4,109.34,0,0
2025/5/28,19:45-20:00,19:45,20:00,唐山海宜路1号站,660.9,977.1,646.8,153.4,1,0
2025/5/28,19:30-19:45,19:30,19:45,唐山海宜路1号站,657.4,1189,784,192.64,0,0
2025/5/28,19:15-19:30,19:15,19:30,唐山海宜路1号站,650.5,513.1,336.1,81.46,2,0
2025/5/28,19:00-19:15,19:00,19:15,唐山海宜路1号站,430,124,80,18.98,1,0
2025/5/28,18:45-19:00,18:45,19:00,唐山海宜路1号站,0,0,0,0,1,0
2025/5/28,18:30-18:45,18:30,18:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/28,18:15-18:30,18:15,18:30,唐山海宜路1号站,625,189.8,127.5,32.1,0,0
2025/5/28,18:00-18:15,18:00,18:15,唐山海宜路1号站,581.3,288.2,193.3,46.85,0,0
2025/5/28,17:45-18:00,17:45,18:00,唐山海宜路1号站,104.1,17,9.3,0.98,0,0
2025/5/28,17:30-17:45,17:30,17:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/28,17:15-17:30,17:15,17:30,唐山海宜路1号站,662.6,471.3,312.6,77.39,0,0
2025/5/28,17:00-17:15,17:00,17:15,唐山海宜路1号站,660,896.3,591.6,146.12,0,0
2025/5/28,16:45-17:00,16:45,17:00,唐山海宜路1号站,659,1182.5,779.2,192.7,0,0
2025/5/28,16:30-16:45,16:30,16:45,唐山海宜路1号站,656.2,1271.6,834.8,205.15,1,0
2025/5/28,16:15-16:30,16:15,16:30,唐山海宜路1号站,659.5,1435.8,946.5,237.52,1,0
2025/5/28,16:00-16:15,16:00,16:15,唐山海宜路1号站,657.1,1795,1179.8,289.34,0,0
2025/5/28,15:45-16:00,15:45,16:00,唐山海宜路1号站,658,1563.6,1028.3,254.64,2,0
2025/5/28,15:30-15:45,15:30,15:45,唐山海宜路1号站,653.9,1184.7,777.1,190.64,2,0
2025/5/28,15:15-15:30,15:15,15:30,唐山海宜路1号站,661.5,962.4,636.5,158.44,2,0
2025/5/28,15:00-15:15,15:00,15:15,唐山海宜路1号站,661.6,1379.4,915.2,223.03,1,0
2025/5/28,14:45-15:00,14:45,15:00,唐山海宜路1号站,656.4,924.9,608.2,150.74,0,0
2025/5/28,14:30-14:45,14:30,14:45,唐山海宜路1号站,655.3,1338.7,879.1,215.52,0,0
2025/5/28,14:15-14:30,14:15,14:30,唐山海宜路1号站,654,1155,756.7,185.53,1,0
2025/5/28,14:00-14:15,14:00,14:15,唐山海宜路1号站,652.2,950.9,621.4,152.76,2,0
2025/5/28,13:45-14:00,13:45,14:00,唐山海宜路1号站,658.4,569.6,374.9,92.15,2,0
2025/5/28,13:30-13:45,13:30,13:45,唐山海宜路1号站,658.4,526.3,347.1,85.54,1,0
2025/5/28,13:15-13:30,13:15,13:30,唐山海宜路1号站,657,658,432.6,106.96,0,0
2025/5/28,13:00-13:15,13:00,13:15,唐山海宜路1号站,654.9,780.8,511.6,123.88,0,0
2025/5/28,12:45-13:00,12:45,13:00,唐山海宜路1号站,656.3,603.9,395.7,98.34,1,0
2025/5/28,12:30-12:45,12:30,12:45,唐山海宜路1号站,659.9,977.3,646.3,160.18,1,0
2025/5/28,12:15-12:30,12:15,12:30,唐山海宜路1号站,658.8,1522.6,1004.5,248.1,0,0
2025/5/28,12:00-12:15,12:00,12:15,唐山海宜路1号站,657,1476.1,971,237.88,0,0
2025/5/28,11:45-12:00,11:45,12:00,唐山海宜路1号站,658.6,768.9,506,123.77,2,0
2025/5/28,11:30-11:45,11:30,11:45,唐山海宜路1号站,659.9,782.4,515.5,125.98,2,0
2025/5/28,11:15-11:30,11:15,11:30,唐山海宜路1号站,655.8,1034.6,683,168.9,0,0
2025/5/28,11:00-11:15,11:00,11:15,唐山海宜路1号站,656,1115.6,732.8,177.56,0,0
2025/5/28,10:45-11:00,10:45,11:00,唐山海宜路1号站,652.3,467.6,305,75.26,1,0
2025/5/28,10:30-10:45,10:30,10:45,唐山海宜路1号站,641.9,408.6,265.6,61.12,1,0
2025/5/28,10:15-10:30,10:15,10:30,唐山海宜路1号站,433.5,203.9,132.6,32.12,1,0
2025/5/28,10:00-10:15,10:00,10:15,唐山海宜路1号站,0,0,0,0,1,0
2025/5/28,09:45-10:00,9:45,10:00,唐山海宜路1号站,90.3,5.3,3.6,0.59,0,0
2025/5/28,09:30-09:45,9:30,9:45,唐山海宜路1号站,666.6,335.8,221.1,55.61,1,0
2025/5/28,09:15-09:30,9:15,9:30,唐山海宜路1号站,668.3,907.7,606.3,151.07,1,0
2025/5/28,09:00-09:15,9:00,9:15,唐山海宜路1号站,660.6,395,261.8,62.51,0,0
2025/5/28,08:45-09:00,8:45,9:00,唐山海宜路1号站,657.3,247.2,162.5,39.77,0,0
2025/5/28,08:30-08:45,8:30,8:45,唐山海宜路1号站,658.3,496.3,327.1,82.1,0,0
2025/5/28,08:15-08:30,8:15,8:30,唐山海宜路1号站,527.8,361.9,238.9,57.28,1,0
2025/5/28,08:00-08:15,8:00,8:15,唐山海宜路1号站,0,0,0,0,1,0
2025/5/28,07:45-08:00,7:45,8:00,唐山海宜路1号站,394.8,85.8,56.6,13.97,0,0
2025/5/28,07:30-07:45,7:30,7:45,唐山海宜路1号站,664.8,405.3,268.8,66.87,0,0
2025/5/28,07:15-07:30,7:15,7:30,唐山海宜路1号站,660.1,566.5,373.7,92.42,0,0
2025/5/28,07:00-07:15,7:00,7:15,唐山海宜路1号站,658,645.6,424.6,102.91,0,0
2025/5/28,06:45-07:00,6:45,7:00,唐山海宜路1号站,661.2,559.5,370.3,91.95,1,0
2025/5/28,06:30-06:45,6:30,6:45,唐山海宜路1号站,659.4,1006.2,664.2,160.26,0,0
2025/5/28,06:15-06:30,6:15,6:30,唐山海宜路1号站,657.9,912.1,601.2,146.46,1,0
2025/5/28,06:00-06:15,6:00,6:15,唐山海宜路1号站,654.1,542.1,356.6,88.43,2,0
2025/5/28,05:45-06:00,5:45,6:00,唐山海宜路1号站,659.1,991.1,655.1,161.63,0,0
2025/5/28,05:30-05:45,5:30,5:45,唐山海宜路1号站,655.2,1128.2,741.6,182.79,0,0
2025/5/28,05:15-05:30,5:15,5:30,唐山海宜路1号站,654.7,1075.1,706,172.52,1,0
2025/5/28,05:00-05:15,5:00,5:15,唐山海宜路1号站,659.8,518,340.4,82.17,2,0
2025/5/28,04:45-05:00,4:45,5:00,唐山海宜路1号站,647.9,592,388.8,96.96,1,0
2025/5/28,04:30-04:45,4:30,4:45,唐山海宜路1号站,654.5,846.1,553.9,136.64,0,0
2025/5/28,04:15-04:30,4:15,4:30,唐山海宜路1号站,652.7,866.2,565.5,139.57,0,0
2025/5/28,04:00-04:15,4:00,4:15,唐山海宜路1号站,641.3,574.3,375.7,92.24,3,0
2025/5/28,03:45-04:00,3:45,4:00,唐山海宜路1号站,652.3,899.1,589.1,145.79,1,0
2025/5/28,03:30-03:45,3:30,3:45,唐山海宜路1号站,648.7,966.8,637.4,156.32,1,0
2025/5/28,03:15-03:30,3:15,3:30,唐山海宜路1号站,660,1246.7,823.4,201.98,0,0
2025/5/28,03:00-03:15,3:00,3:15,唐山海宜路1号站,650.2,897.1,590.3,143.51,1,0
2025/5/28,02:45-03:00,2:45,3:00,唐山海宜路1号站,656.8,560.9,369.3,90.89,2,0
2025/5/28,02:30-02:45,2:30,2:45,唐山海宜路1号站,656.9,262.3,173.4,41.58,1,0
2025/5/28,02:15-02:30,2:15,2:30,唐山海宜路1号站,660.2,771.2,510.4,127,0,0
2025/5/28,02:00-02:15,2:00,2:15,唐山海宜路1号站,654.9,834.7,548.2,134.47,0,0
2025/5/28,01:45-02:00,1:45,2:00,唐山海宜路1号站,653.4,680.8,445.3,110.68,1,0
2025/5/28,01:30-01:45,1:30,1:45,唐山海宜路1号站,653.4,1009.5,662.1,162.14,0,0
2025/5/28,01:15-01:30,1:15,1:30,唐山海宜路1号站,655.6,1204.8,792.6,193.77,2,0
2025/5/28,01:00-01:15,1:00,1:15,唐山海宜路1号站,652.9,773.1,506.3,123.15,1,0
2025/5/28,00:45-01:00,0:45,1:00,唐山海宜路1号站,634.6,402.1,264.1,65.45,1,0
2025/5/28,00:30-00:45,0:30,0:45,唐山海宜路1号站,656.6,884.3,581,143.45,1,0
2025/5/28,00:15-00:30,0:15,0:30,唐山海宜路1号站,653.4,768.7,502.5,121.23,1,0
2025/5/28,00:00-00:15,0:00,0:15,唐山海宜路1号站,653.3,338.6,221.4,332.46,2,0
2025/5/28,23:45-00:00,23:45,0:00,唐山海宜路1号站,659.4,692,457.4,113.8,0,0
2025/5/27,23:30-23:45,23:30,23:45,唐山海宜路1号站,657.8,1014.8,669.1,167.04,0,0
2025/5/27,23:15-23:30,23:15,23:30,唐山海宜路1号站,651.7,605.5,396.1,95.61,2,0
2025/5/27,23:00-23:15,23:00,23:15,唐山海宜路1号站,650.6,389.6,253.6,62.57,0,0
2025/5/27,22:45-23:00,22:45,23:00,唐山海宜路1号站,653.8,721.6,473.3,117.28,0,0
2025/5/27,22:30-22:45,22:30,22:45,唐山海宜路1号站,647.3,501.9,327.5,78.28,1,0
2025/5/27,22:15-22:30,22:15,22:30,唐山海宜路1号站,84.8,25.2,16,3,2,0
2025/5/27,22:00-22:15,22:00,22:15,唐山海宜路1号站,608.8,513.1,340.7,85.34,0,0
2025/5/27,21:45-22:00,21:45,22:00,唐山海宜路1号站,657.7,762.2,502.6,123.91,0,0
2025/5/27,21:30-21:45,21:30,21:45,唐山海宜路1号站,655,835.5,548.2,134.89,0,0
2025/5/27,21:15-21:30,21:15,21:30,唐山海宜路1号站,649.6,966.7,633.1,156.31,1,0
2025/5/27,21:00-21:15,21:00,21:15,唐山海宜路1号站,647.1,684.7,448.4,110.02,1,0
2025/5/27,20:45-21:00,20:45,21:00,唐山海宜路1号站,655.2,568.8,373.1,90.04,1,0
2025/5/27,20:30-20:45,20:30,20:45,唐山海宜路1号站,651,723.4,476.9,116.43,2,0
2025/5/27,20:15-20:30,20:15,20:30,唐山海宜路1号站,655.7,1108.9,728.9,180.97,0,0
2025/5/27,20:00-20:15,20:00,20:15,唐山海宜路1号站,654.9,1267.9,832.4,205.99,0,0
2025/5/27,19:45-20:00,19:45,20:00,唐山海宜路1号站,652.2,865.9,566.1,137.3,2,0
2025/5/27,19:30-19:45,19:30,19:45,唐山海宜路1号站,647,394,255,62.76,1,0
2025/5/27,19:15-19:30,19:15,19:30,唐山海宜路1号站,561.7,232.9,150.9,35.17,1,0
2025/5/27,19:00-19:15,19:00,19:15,唐山海宜路1号站,219.5,46.9,30.9,7.1,1,0
2025/5/27,18:45-19:00,18:45,19:00,唐山海宜路1号站,654.3,162.4,106.1,25.68,0,0
2025/5/27,18:30-18:45,18:30,18:45,唐山海宜路1号站,658.9,446.7,295.4,73.57,0,0
2025/5/27,18:15-18:30,18:15,18:30,唐山海宜路1号站,655.7,531.2,349.8,86.37,0,0
2025/5/27,18:00-18:15,18:00,18:15,唐山海宜路1号站,652.7,502.9,329.3,80.86,0,0
2025/5/27,17:45-18:00,17:45,18:00,唐山海宜路1号站,318.4,142.9,93.7,22.93,2,0
2025/5/27,17:30-17:45,17:30,17:45,唐山海宜路1号站,330.3,140.6,92.4,22.14,1,0
2025/5/27,17:15-17:30,17:15,17:30,唐山海宜路1号站,665.3,265.3,176.7,43.91,0,0
2025/5/27,17:00-17:15,17:00,17:15,唐山海宜路1号站,628.1,342.9,227.1,56.45,0,0
2025/5/27,16:45-17:00,16:45,17:00,唐山海宜路1号站,442.6,98.9,65.6,16.34,1,0
2025/5/27,16:30-16:45,16:30,16:45,唐山海宜路1号站,649.8,292.5,193.2,48.33,0,0
2025/5/27,16:15-16:30,16:15,16:30,唐山海宜路1号站,660,760.9,503.7,124.83,0,0
2025/5/27,16:00-16:15,16:00,16:15,唐山海宜路1号站,657.3,917.5,604.2,149.52,0,0
2025/5/27,15:45-16:00,15:45,16:00,唐山海宜路1号站,655.2,975.9,640.3,157.4,0,0
2025/5/27,15:30-15:45,15:30,15:45,唐山海宜路1号站,655.7,658.3,430,106.39,1,0
2025/5/27,15:15-15:30,15:15,15:30,唐山海宜路1号站,655.3,295.8,193.3,45.5,2,0
2025/5/27,15:00-15:15,15:00,15:15,唐山海宜路1号站,654.8,271.6,177.8,43.47,0,0
2025/5/27,14:45-15:00,14:45,15:00,唐山海宜路1号站,656.6,563.3,369.3,90.26,0,0
2025/5/27,14:30-14:45,14:30,14:45,唐山海宜路1号站,660.9,884.6,583.9,144.74,1,0
2025/5/27,14:15-14:30,14:15,14:30,唐山海宜路1号站,659.1,1694,1117.3,274.73,0,0
2025/5/27,14:00-14:15,14:00,14:15,唐山海宜路1号站,656.5,1599.1,1051.1,258.23,1,0
2025/5/27,13:45-14:00,13:45,14:00,唐山海宜路1号站,655.1,990.1,648.9,157.65,3,0
2025/5/27,13:30-13:45,13:30,13:45,唐山海宜路1号站,305,172.4,112.7,25.79,2,0
2025/5/27,13:15-13:30,13:15,13:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,13:00-13:15,13:00,13:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,12:45-13:00,12:45,13:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,12:30-12:45,12:30,12:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,12:15-12:30,12:15,12:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,12:00-12:15,12:00,12:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,11:45-12:00,11:45,12:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,11:30-11:45,11:30,11:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,11:15-11:30,11:15,11:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,11:00-11:15,11:00,11:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,10:45-11:00,10:45,11:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,10:30-10:45,10:30,10:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,10:15-10:30,10:15,10:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,10:00-10:15,10:00,10:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,09:45-10:00,9:45,10:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,09:30-09:45,9:30,9:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,09:15-09:30,9:15,9:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,09:00-09:15,9:00,9:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,08:45-09:00,8:45,9:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,08:30-08:45,8:30,8:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,08:15-08:30,8:15,8:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,08:00-08:15,8:00,8:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,07:45-08:00,7:45,8:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,07:30-07:45,7:30,7:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,07:15-07:30,7:15,7:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,07:00-07:15,7:00,7:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,06:45-07:00,6:45,7:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,06:30-06:45,6:30,6:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,06:15-06:30,6:15,6:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,06:00-06:15,6:00,6:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,05:45-06:00,5:45,6:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,05:30-05:45,5:30,5:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,05:15-05:30,5:15,5:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,05:00-05:15,5:00,5:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,04:45-05:00,4:45,5:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,04:30-04:45,4:30,4:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,04:15-04:30,4:15,4:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,04:00-04:15,4:00,4:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,03:45-04:00,3:45,4:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,03:30-03:45,3:30,3:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,03:15-03:30,3:15,3:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,03:00-03:15,3:00,3:15,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,02:45-03:00,2:45,3:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,02:30-02:45,2:30,2:45,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,02:15-02:30,2:15,2:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/27,02:00-02:15,2:00,2:15,唐山海宜路1号站,175.8,15.9,10.5,2.22,0,0
2025/5/27,01:45-02:00,1:45,2:00,唐山海宜路1号站,666.5,497.4,331.6,83.24,0,0
2025/5/27,01:30-01:45,1:30,1:45,唐山海宜路1号站,662.6,724.1,479.9,118.26,0,0
2025/5/27,01:15-01:30,1:15,1:30,唐山海宜路1号站,659.3,718.3,473.9,117.6,0,0
2025/5/27,01:00-01:15,1:00,1:15,唐山海宜路1号站,658.6,915,604.8,148.03,1,0
2025/5/27,00:45-01:00,0:45,1:00,唐山海宜路1号站,660.5,864,571.3,140.83,0,0
2025/5/27,00:30-00:45,0:30,0:45,唐山海宜路1号站,652.6,1070.3,699.6,172.55,2,0
2025/5/27,00:15-00:30,0:15,0:30,唐山海宜路1号站,656.9,1122.2,736.7,179.82,1,0
2025/5/27,00:00-00:15,0:00,0:15,唐山海宜路1号站,656.3,1084.3,712,675.47,1,0
2025/5/27,23:45-00:00,23:45,0:00,唐山海宜路1号站,654.2,1352.3,889.8,221.03,1,0
2025/5/26,23:30-23:45,23:30,23:45,唐山海宜路1号站,653.2,1347.7,886.2,217.8,1,0
2025/5/26,23:15-23:30,23:15,23:30,唐山海宜路1号站,658.3,857.8,564.2,137.68,2,0
2025/5/26,23:00-23:15,23:00,23:15,唐山海宜路1号站,657.7,1099.3,723.2,177.05,0,0
2025/5/26,22:45-23:00,22:45,23:00,唐山海宜路1号站,656.5,837.6,549.9,135.6,2,0
2025/5/26,22:30-22:45,22:30,22:45,唐山海宜路1号站,654.6,765.6,502,123.97,1,0
2025/5/26,22:15-22:30,22:15,22:30,唐山海宜路1号站,651.7,797.2,520.2,126.92,0,0
2025/5/26,22:00-22:15,22:00,22:15,唐山海宜路1号站,655.1,928.2,607.9,149.98,1,0
2025/5/26,21:45-22:00,21:45,22:00,唐山海宜路1号站,656.2,1342.5,882.4,217.24,2,0
2025/5/26,21:30-21:45,21:30,21:45,唐山海宜路1号站,655.7,886.7,581.3,141.71,1,0
2025/5/26,21:15-21:30,21:15,21:30,唐山海宜路1号站,654.4,927.3,606.7,148.5,0,0
2025/5/26,21:00-21:15,21:00,21:15,唐山海宜路1号站,653.2,759.1,496.2,122.31,1,0
2025/5/26,20:45-21:00,20:45,21:00,唐山海宜路1号站,650.5,885.3,576.5,142.42,0,0
2025/5/26,20:30-20:45,20:30,20:45,唐山海宜路1号站,649.2,953.3,619.2,153.15,0,0
2025/5/26,20:15-20:30,20:15,20:30,唐山海宜路1号站,641.9,916.7,595,141.82,1,0
2025/5/26,20:00-20:15,20:00,20:15,唐山海宜路1号站,652.9,856.8,559.7,137.05,2,0
2025/5/26,19:45-20:00,19:45,20:00,唐山海宜路1号站,656.5,846,556.4,136.51,2,0
2025/5/26,19:30-19:45,19:30,19:45,唐山海宜路1号站,653.9,1312.3,862.1,214.12,0,0
2025/5/26,19:15-19:30,19:15,19:30,唐山海宜路1号站,659.2,1339.9,883.7,218.52,2,0
2025/5/26,19:00-19:15,19:00,19:15,唐山海宜路1号站,658.8,1537.4,1014.5,248.9,1,0
2025/5/26,18:45-19:00,18:45,19:00,唐山海宜路1号站,656.4,1382,908.8,222.66,1,0
2025/5/26,18:30-18:45,18:30,18:45,唐山海宜路1号站,654.8,1267.8,831.2,202.08,1,0
2025/5/26,18:15-18:30,18:15,18:30,唐山海宜路1号站,661.3,1101.1,727.2,178.98,2,0
2025/5/26,18:00-18:15,18:00,18:15,唐山海宜路1号站,658.7,1473.4,972.2,240.81,1,0
2025/5/26,17:45-18:00,17:45,18:00,唐山海宜路1号站,658,1782.7,1173.7,289.12,1,0
2025/5/26,17:30-17:45,17:30,17:45,唐山海宜路1号站,658.4,1399.4,921.5,224.91,1,0
2025/5/26,17:15-17:30,17:15,17:30,唐山海宜路1号站,657.8,1135.6,747.1,185.03,2,0
2025/5/26,17:00-17:15,17:00,17:15,唐山海宜路1号站,656.6,1454,954.7,235.82,1,0
2025/5/26,16:45-17:00,16:45,17:00,唐山海宜路1号站,656.5,1560.3,1025.2,252.33,1,0
2025/5/26,16:30-16:45,16:30,16:45,唐山海宜路1号站,648.1,1021,668.3,163.56,2,0
2025/5/26,16:15-16:30,16:15,16:30,唐山海宜路1号站,658.5,1265.8,835.7,207.95,1,0
2025/5/26,16:00-16:15,16:00,16:15,唐山海宜路1号站,659.1,1629.3,1074.2,264.43,1,0
2025/5/26,15:45-16:00,15:45,16:00,唐山海宜路1号站,658.1,1620.8,1066.8,263.14,1,0
2025/5/26,15:30-15:45,15:30,15:45,唐山海宜路1号站,641,1132,741.6,181.2,1,0
2025/5/26,15:15-15:30,15:15,15:30,唐山海宜路1号站,656.3,931.6,610.1,150.04,2,0
2025/5/26,15:00-15:15,15:00,15:15,唐山海宜路1号站,660.3,1330.5,878.5,217.53,1,0
2025/5/26,14:45-15:00,14:45,15:00,唐山海宜路1号站,659.9,1816.5,1197.9,295.13,0,0
2025/5/26,14:30-14:45,14:30,14:45,唐山海宜路1号站,660.3,1273.4,840.4,203.38,2,0
2025/5/26,14:15-14:30,14:15,14:30,唐山海宜路1号站,665.7,655.3,435.5,106.08,2,0
2025/5/26,14:00-14:15,14:00,14:15,唐山海宜路1号站,664.8,415.6,276.4,65.72,1,0
2025/5/26,13:45-14:00,13:45,14:00,唐山海宜路1号站,659.9,876.8,581.9,144.59,0,0
2025/5/26,13:30-13:45,13:30,13:45,唐山海宜路1号站,659.4,1311.2,865.2,209.25,1,0
2025/5/26,13:15-13:30,13:15,13:30,唐山海宜路1号站,655.9,1024,672.6,165.85,2,0
2025/5/26,13:00-13:15,13:00,13:15,唐山海宜路1号站,638.6,446,291.1,69.01,2,0
2025/5/26,12:45-13:00,12:45,13:00,唐山海宜路1号站,653.6,579.6,379.2,92.97,1,0
2025/5/26,12:30-12:45,12:30,12:45,唐山海宜路1号站,655,1094.4,717.6,177.3,0,0
2025/5/26,12:15-12:30,12:15,12:30,唐山海宜路1号站,652.2,1417.2,931.7,231.24,0,0
2025/5/26,12:00-12:15,12:00,12:15,唐山海宜路1号站,658.3,1614.4,1063.9,259.8,1,0
2025/5/26,11:45-12:00,11:45,12:00,唐山海宜路1号站,663.4,600.2,397.8,96.1,1,0
2025/5/26,11:30-11:45,11:30,11:45,唐山海宜路1号站,483.7,266,175.8,37.92,3,0
2025/5/26,11:15-11:30,11:15,11:30,唐山海宜路1号站,660,831.5,549.3,136.98,0,0
2025/5/26,11:00-11:15,11:00,11:15,唐山海宜路1号站,656,1123.8,738.1,182.27,0,0
2025/5/26,10:45-11:00,10:45,11:00,唐山海宜路1号站,654.7,916.1,600.4,145.36,1,0
2025/5/26,10:30-10:45,10:30,10:45,唐山海宜路1号站,650.4,436.7,284.4,68.03,1,0
2025/5/26,10:15-10:30,10:15,10:30,唐山海宜路1号站,642.2,513.5,335.6,84.46,1,0
2025/5/26,10:00-10:15,10:00,10:15,唐山海宜路1号站,653.8,815.4,533.5,130.65,0,0
2025/5/26,09:45-10:00,9:45,10:00,唐山海宜路1号站,638.1,691.1,453,110.38,2,0
2025/5/26,09:30-09:45,9:30,9:45,唐山海宜路1号站,657.6,352.1,230.8,56.23,1,0
2025/5/26,09:15-09:30,9:15,9:30,唐山海宜路1号站,657.2,218.8,143.8,35.6,1,0
2025/5/26,09:00-09:15,9:00,9:15,唐山海宜路1号站,655.7,362.2,238,57.22,0,0
2025/5/26,08:45-09:00,8:45,9:00,唐山海宜路1号站,648.3,382.7,250.3,61.3,0,0
2025/5/26,08:30-08:45,8:30,8:45,唐山海宜路1号站,660.3,526.6,347.6,86.46,0,0
2025/5/26,08:15-08:30,8:15,8:30,唐山海宜路1号站,658.5,503.9,332.1,81.26,1,0
2025/5/26,08:00-08:15,8:00,8:15,唐山海宜路1号站,659.1,399.2,263.1,65.1,0,0
2025/5/26,07:45-08:00,7:45,8:00,唐山海宜路1号站,663.6,570.8,378.2,89.34,1,0
2025/5/26,07:30-07:45,7:30,7:45,唐山海宜路1号站,654.2,676.9,447.2,109.93,1,0
2025/5/26,07:15-07:30,7:15,7:30,唐山海宜路1号站,657.9,506.3,334.7,82.42,1,0
2025/5/26,07:00-07:15,7:00,7:15,唐山海宜路1号站,654.3,547,359.5,88.69,0,0
2025/5/26,06:45-07:00,6:45,7:00,唐山海宜路1号站,652.6,556.9,364.9,90.26,0,0
2025/5/26,06:30-06:45,6:30,6:45,唐山海宜路1号站,647.8,355.2,232.2,55.25,1,0
2025/5/26,06:15-06:30,6:15,6:30,唐山海宜路1号站,656,497.4,327.7,81.47,1,0
2025/5/26,06:00-06:15,6:00,6:15,唐山海宜路1号站,658.8,806.9,533.9,131.77,1,0
2025/5/26,05:45-06:00,5:45,6:00,唐山海宜路1号站,654.9,685.1,450.7,109.71,1,0
2025/5/26,05:30-05:45,5:30,5:45,唐山海宜路1号站,653.9,901.9,591.9,146.04,0,0
2025/5/26,05:15-05:30,5:15,5:30,唐山海宜路1号站,648.1,947.6,620.3,151.96,0,0
