日期,时段,开始时间,结束时间,电站名称,电压(V),电流(A),功率(kW),电量,换电次数(次),充电次数(次)
2025/5/13,23:45-00:00,23:45,0:00,唐山海宜路1号站,673.3,238.1,160.2,40.6,0,0
2025/5/12,23:30-23:45,23:30,23:45,唐山海宜路1号站,665.2,366.8,244,60.67,0,0
2025/5/12,23:15-23:30,23:15,23:30,唐山海宜路1号站,660.1,542.3,358.1,88.62,0,0
2025/5/12,23:00-23:15,23:00,23:15,唐山海宜路1号站,648.2,696.5,459.5,112.24,1,0
2025/5/12,22:45-23:00,22:45,23:00,唐山海宜路1号站,656.8,811.6,533.3,131.76,0,0
2025/5/12,22:30-22:45,22:30,22:45,唐山海宜路1号站,654.2,916,599.6,147.01,0,0
2025/5/12,22:15-22:30,22:15,22:30,唐山海宜路1号站,648.2,549.5,358.9,88.7,2,0
2025/5/12,22:00-22:15,22:00,22:15,唐山海宜路1号站,655.5,972.1,636.2,157.27,0,0
2025/5/12,21:45-22:00,21:45,22:00,唐山海宜路1号站,655.8,1084.4,710.6,174.34,1,0
2025/5/12,21:30-21:45,21:30,21:45,唐山海宜路1号站,654.3,1471.9,963.2,238.19,0,0
2025/5/12,21:15-21:30,21:15,21:30,唐山海宜路1号站,652.3,1250.3,815.2,198.69,1,0
2025/5/12,21:00-21:15,21:00,21:15,唐山海宜路1号站,655,1057.4,692.6,170.82,2,0
2025/5/12,20:45-21:00,20:45,21:00,唐山海宜路1号站,654.5,1282.3,844.3,209.15,1,0
2025/5/12,20:30-20:45,20:30,20:45,唐山海宜路1号站,657.3,1152.6,761.5,187.21,2,0
2025/5/12,20:15-20:30,20:15,20:30,唐山海宜路1号站,660.2,1550.5,1025.6,252.05,1,0
2025/5/12,20:00-20:15,20:00,20:15,唐山海宜路1号站,657.7,1820.1,1198.7,295.74,0,0
2025/5/12,19:45-20:00,19:45,20:00,唐山海宜路1号站,650.4,1296.1,848.4,207.15,2,0
2025/5/12,19:30-19:45,19:30,19:45,唐山海宜路1号站,655,686.1,449.3,110.68,2,0
2025/5/12,19:15-19:30,19:15,19:30,唐山海宜路1号站,662.4,633.8,419.3,100.91,2,0
2025/5/12,19:00-19:15,19:00,19:15,唐山海宜路1号站,660.9,1545,1022.1,252.53,0,0
2025/5/12,18:45-19:00,18:45,19:00,唐山海宜路1号站,658.5,1916.5,1262.4,311.68,0,0
2025/5/12,18:30-18:45,18:30,18:45,唐山海宜路1号站,651.8,1723.7,1130.9,277.61,1,0
2025/5/12,18:15-18:30,18:15,18:30,唐山海宜路1号站,655.2,1217.9,797.3,193.87,2,0
2025/5/12,18:00-18:15,18:00,18:15,唐山海宜路1号站,660.5,974.7,644.1,157.1,2,0
2025/5/12,17:45-18:00,17:45,18:00,唐山海宜路1号站,652.7,1553.2,1026.9,254.16,1,0
2025/5/12,17:30-17:45,17:30,17:45,唐山海宜路1号站,653.2,1743.4,1147.4,283.11,0,0
2025/5/12,17:15-17:30,17:15,17:30,唐山海宜路1号站,653.6,1191.2,780.1,189.93,1,0
2025/5/12,17:00-17:15,17:00,17:15,唐山海宜路1号站,653.3,836.9,547.4,132.97,2,0
2025/5/12,16:45-17:00,16:45,17:00,唐山海宜路1号站,649.1,652.8,426.7,102.66,2,0
2025/5/12,16:30-16:45,16:30,16:45,唐山海宜路1号站,655.8,771.4,508.1,125.52,1,0
2025/5/12,16:15-16:30,16:15,16:30,唐山海宜路1号站,657.6,1230.8,811.1,200.57,0,0
2025/5/12,16:00-16:15,16:00,16:15,唐山海宜路1号站,654.7,996.6,653.4,159,1,0
2025/5/12,15:45-16:00,15:45,16:00,唐山海宜路1号站,653.1,693.6,452.5,109.79,1,0
2025/5/12,15:30-15:45,15:30,15:45,唐山海宜路1号站,658.7,770.8,508.8,126.05,2,0
2025/5/12,15:15-15:30,15:15,15:30,唐山海宜路1号站,657.8,1159,764.3,189.71,0,0
2025/5/12,15:00-15:15,15:00,15:15,唐山海宜路1号站,655.3,1455.5,955.9,236.36,0,0
2025/5/12,14:45-15:00,14:45,15:00,唐山海宜路1号站,646.8,1025.7,668.5,164.83,2,0
2025/5/12,14:30-14:45,14:30,14:45,唐山海宜路1号站,647.7,432.7,282.9,70.73,1,0
2025/5/12,14:15-14:30,14:15,14:30,唐山海宜路1号站,660.5,627,415,102.58,1,0
2025/5/12,14:00-14:15,14:00,14:15,唐山海宜路1号站,660.7,1428,945.8,234.55,0,0
2025/5/12,13:45-14:00,13:45,14:00,唐山海宜路1号站,656.4,1397.1,923,228.34,2,0
2025/5/12,13:30-13:45,13:30,13:45,唐山海宜路1号站,655.4,1396.9,920.3,227.15,1,0
2025/5/12,13:15-13:30,13:15,13:30,唐山海宜路1号站,642,1191.4,783.6,194.15,1,0
2025/5/12,13:00-13:15,13:00,13:15,唐山海宜路1号站,660.2,948.8,626.3,152.16,2,0
2025/5/12,12:45-13:00,12:45,13:00,唐山海宜路1号站,657.1,1026.7,676.9,166.54,2,0
2025/5/12,12:30-12:45,12:30,12:45,唐山海宜路1号站,655.5,1143.4,751.7,185.3,0,0
2025/5/12,12:15-12:30,12:15,12:30,唐山海宜路1号站,654.1,956.6,627.4,153.38,1,0
2025/5/12,12:00-12:15,12:00,12:15,唐山海宜路1号站,642.1,409.2,265.8,63.7,2,0
2025/5/12,11:45-12:00,11:45,12:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/12,11:30-11:45,11:30,11:45,唐山海宜路1号站,388.6,89.2,57.8,11.82,2,0
2025/5/12,11:15-11:30,11:15,11:30,唐山海宜路1号站,646.4,289.5,189,47.31,1,0
2025/5/12,11:00-11:15,11:00,11:15,唐山海宜路1号站,656.2,956,629.5,155.23,0,0
2025/5/12,10:45-11:00,10:45,11:00,唐山海宜路1号站,654.5,1253.5,822.8,203.52,0,0
2025/5/12,10:30-10:45,10:30,10:45,唐山海宜路1号站,651.3,1061.4,692.7,169.33,1,0
2025/5/12,10:15-10:30,10:15,10:30,唐山海宜路1号站,647.1,776.6,507.5,125.59,2,0
2025/5/12,10:00-10:15,10:00,10:15,唐山海宜路1号站,651.6,802.2,523,128.53,0,0
2025/5/12,09:45-10:00,9:45,10:00,唐山海宜路1号站,435.5,262.9,171.7,39.01,1,0
2025/5/12,09:30-09:45,9:30,9:45,唐山海宜路1号站,579.6,238.4,154.3,36.84,2,0
2025/5/12,09:15-09:30,9:15,9:30,唐山海宜路1号站,650.3,473.4,311.1,76.55,1,0
2025/5/12,09:00-09:15,9:00,9:15,唐山海宜路1号站,651.4,424.7,277,67.54,1,0
2025/5/12,08:45-09:00,8:45,9:00,唐山海宜路1号站,654.1,482.9,315.2,77.88,0,0
2025/5/12,08:30-08:45,8:30,8:45,唐山海宜路1号站,657.3,1044.4,686.9,171.14,0,0
2025/5/12,08:15-08:30,8:15,8:30,唐山海宜路1号站,655.5,1216.7,800.2,195.73,1,0
2025/5/12,08:00-08:15,8:00,8:15,唐山海宜路1号站,653.4,907.5,594.6,145.77,0,0
2025/5/12,07:45-08:00,7:45,8:00,唐山海宜路1号站,643.3,596.2,390.5,95.04,2,0
2025/5/12,07:30-07:45,7:30,7:45,唐山海宜路1号站,654.2,896.6,587,144.24,0,0
2025/5/12,07:15-07:30,7:15,7:30,唐山海宜路1号站,653.5,703.9,461.5,113.26,1,0
2025/5/12,07:00-07:15,7:00,7:15,唐山海宜路1号站,651.3,489.4,318.9,77.8,1,0
2025/5/12,06:45-07:00,6:45,7:00,唐山海宜路1号站,656.6,928,611.2,152.41,0,0
2025/5/12,06:30-06:45,6:30,6:45,唐山海宜路1号站,656.1,1139.6,750.3,185.04,0,0
2025/5/12,06:15-06:30,6:15,6:30,唐山海宜路1号站,654.6,758.4,497.6,119.86,2,0
2025/5/12,06:00-06:15,6:00,6:15,唐山海宜路1号站,218.4,130.8,85.7,20.11,2,0
2025/5/12,05:45-06:00,5:45,6:00,唐山海宜路1号站,45,6,4,0.44,0,0
2025/5/12,05:30-05:45,5:30,5:45,唐山海宜路1号站,665.7,387.3,258.1,64.67,0,0
2025/5/12,05:15-05:30,5:15,5:30,唐山海宜路1号站,659.7,529,350.4,86.32,0,0
2025/5/12,05:00-05:15,5:00,5:15,唐山海宜路1号站,656.6,494.6,325.8,79.68,1,0
2025/5/12,04:45-05:00,4:45,5:00,唐山海宜路1号站,658.5,796.6,525.7,130.46,0,0
2025/5/12,04:30-04:45,4:30,4:45,唐山海宜路1号站,647.2,882.7,584.8,140.27,1,0
2025/5/12,04:15-04:30,4:15,4:30,唐山海宜路1号站,662.2,988.1,654.8,161.03,1,0
2025/5/12,04:00-04:15,4:00,4:15,唐山海宜路1号站,660.9,997.9,660.1,163.53,1,0
2025/5/12,03:45-04:00,3:45,4:00,唐山海宜路1号站,657.2,1089.6,717.6,176.52,0,0
2025/5/12,03:30-03:45,3:30,3:45,唐山海宜路1号站,658.1,1041.2,685.7,167.64,1,0
2025/5/12,03:15-03:30,3:15,3:30,唐山海宜路1号站,656.1,664,436.3,106.03,2,0
2025/5/12,03:00-03:15,3:00,3:15,唐山海宜路1号站,659.1,817.1,539.5,133.24,0,0
2025/5/12,02:45-03:00,2:45,3:00,唐山海宜路1号站,652.6,759.2,499.1,123.27,1,0
2025/5/12,02:30-02:45,2:30,2:45,唐山海宜路1号站,655.3,450.2,294.8,69.29,2,0
2025/5/12,02:15-02:30,2:15,2:30,唐山海宜路1号站,660.2,470.2,310.5,77.05,0,0
2025/5/12,02:00-02:15,2:00,2:15,唐山海宜路1号站,656.1,618.3,405.8,100.02,0,0
2025/5/12,01:45-02:00,1:45,2:00,唐山海宜路1号站,646.1,481.5,316.3,78.78,1,0
2025/5/12,01:30-01:45,1:30,1:45,唐山海宜路1号站,654.6,723.1,478.1,116.52,1,0
2025/5/12,01:15-01:30,1:15,1:30,唐山海宜路1号站,660,1219.9,805.5,198.18,0,0
2025/5/12,01:00-01:15,1:00,1:15,唐山海宜路1号站,652.5,1226.3,805.7,196.69,1,0
2025/5/12,00:45-01:00,0:45,1:00,唐山海宜路1号站,172.5,79.8,51.6,12.4,1,0
2025/5/12,00:30-00:45,0:30,0:45,唐山海宜路1号站,392,114.5,74.9,14.15,1,0
2025/5/12,00:15-00:30,0:15,0:30,唐山海宜路1号站,657.9,405.7,267.1,63.74,1,0
2025/5/12,00:00-00:15,0:00,0:15,唐山海宜路1号站,646.3,454.3,296.5,351.06,0,0
2025/5/12,23:45-00:00,23:45,0:00,唐山海宜路1号站,655.1,934.3,613.6,153.94,0,0
2025/5/11,23:30-23:45,23:30,23:45,唐山海宜路1号站,653.4,919.8,602.8,145.93,2,0
2025/5/11,23:15-23:30,23:15,23:30,唐山海宜路1号站,649.4,422.1,274.7,67.85,1,0
2025/5/11,23:00-23:15,23:00,23:15,唐山海宜路1号站,638.7,540.5,352.2,87.26,0,0
2025/5/11,22:45-23:00,22:45,23:00,唐山海宜路1号站,662.7,740.5,490.4,122.06,2,0
2025/5/11,22:30-22:45,22:30,22:45,唐山海宜路1号站,659.9,709.8,468.7,115.36,0,0
2025/5/11,22:15-22:30,22:15,22:30,唐山海宜路1号站,660.9,831.4,549.3,134.36,0,0
2025/5/11,22:00-22:15,22:00,22:15,唐山海宜路1号站,659.3,621.7,410.4,99.02,2,0
2025/5/11,21:45-22:00,21:45,22:00,唐山海宜路1号站,656.1,512.9,336.6,78.2,1,0
2025/5/11,21:30-21:45,21:30,21:45,唐山海宜路1号站,651.9,417.3,271.9,67.12,0,0
2025/5/11,21:15-21:30,21:15,21:30,唐山海宜路1号站,650.9,180.1,117.2,26.86,1,0
2025/5/11,21:00-21:15,21:00,21:15,唐山海宜路1号站,649.2,171.8,111.5,27.48,0,0
2025/5/11,20:45-21:00,20:45,21:00,唐山海宜路1号站,648.8,257.7,167.5,40.71,0,0
2025/5/11,20:30-20:45,20:30,20:45,唐山海宜路1号站,654.9,415.9,272.4,66.47,0,0
2025/5/11,20:15-20:30,20:15,20:30,唐山海宜路1号站,663,654.9,433.8,108.36,1,0
2025/5/11,20:00-20:15,20:00,20:15,唐山海宜路1号站,662.1,957.5,634.4,155.66,1,0
2025/5/11,19:45-20:00,19:45,20:00,唐山海宜路1号站,658.8,1462.9,965,238.17,0,0
2025/5/11,19:30-19:45,19:30,19:45,唐山海宜路1号站,656.1,1206.7,793,192.26,1,0
2025/5/11,19:15-19:30,19:15,19:30,唐山海宜路1号站,655.1,831.9,545.7,133.06,1,0
2025/5/11,19:00-19:15,19:00,19:15,唐山海宜路1号站,653.6,591.9,387.7,93.67,2,0
2025/5/11,18:45-19:00,18:45,19:00,唐山海宜路1号站,659.6,555,366.5,91.15,1,0
2025/5/11,18:30-18:45,18:30,18:45,唐山海宜路1号站,658.1,662.9,436.5,106.3,0,0
2025/5/11,18:15-18:30,18:15,18:30,唐山海宜路1号站,657,533.1,350.6,86.31,1,0
2025/5/11,18:00-18:15,18:00,18:15,唐山海宜路1号站,658.4,1021.5,673.9,165.94,0,0
2025/5/11,17:45-18:00,17:45,18:00,唐山海宜路1号站,659,1153.6,762,189.77,1,0
2025/5/11,17:30-17:45,17:30,17:45,唐山海宜路1号站,651.7,1050.3,688.1,169.67,1,0
2025/5/11,17:15-17:30,17:15,17:30,唐山海宜路1号站,655,707.3,463.2,113.17,1,0
2025/5/11,17:00-17:15,17:00,17:15,唐山海宜路1号站,653.1,490.1,321,79.06,1,0
2025/5/11,16:45-17:00,16:45,17:00,唐山海宜路1号站,654.5,757.1,495.8,122.38,0,0
2025/5/11,16:30-16:45,16:30,16:45,唐山海宜路1号站,660.5,1238.4,818.7,201.97,1,0
2025/5/11,16:15-16:30,16:15,16:30,唐山海宜路1号站,652.4,1228.7,807.7,198.05,1,0
2025/5/11,16:00-16:15,16:00,16:15,唐山海宜路1号站,657.5,1044.5,687.2,169.07,2,0
2025/5/11,15:45-16:00,15:45,16:00,唐山海宜路1号站,660,1303.2,860.1,213.72,0,0
2025/5/11,15:30-15:45,15:30,15:45,唐山海宜路1号站,659.9,1348.6,891.4,218.88,2,0
2025/5/11,15:15-15:30,15:15,15:30,唐山海宜路1号站,657.1,1246.8,820.7,201.83,0,0
2025/5/11,15:00-15:15,15:00,15:15,唐山海宜路1号站,655.9,714.2,468.7,114.02,2,0
2025/5/11,14:45-15:00,14:45,15:00,唐山海宜路1号站,130.6,71.5,46.7,9.28,2,0
2025/5/11,14:30-14:45,14:30,14:45,唐山海宜路1号站,577.5,172.4,115.1,28.42,0,0
2025/5/11,14:15-14:30,14:15,14:30,唐山海宜路1号站,662.4,308.9,204.6,50.47,0,0
2025/5/11,14:00-14:15,14:00,14:15,唐山海宜路1号站,662.7,361.6,239.7,59.76,0,0
2025/5/11,13:45-14:00,13:45,14:00,唐山海宜路1号站,664.1,381.4,253.3,62.3,0,0
2025/5/11,13:30-13:45,13:30,13:45,唐山海宜路1号站,88.1,45.6,30.2,4.94,0,0
2025/5/11,13:15-13:30,13:15,13:30,唐山海宜路1号站,0,0,0,0,0,0
2025/5/11,13:00-13:15,13:00,13:15,唐山海宜路1号站,581.4,181.4,121.4,30.73,0,0
2025/5/11,12:45-13:00,12:45,13:00,唐山海宜路1号站,661.1,297.7,196.8,48.63,0,0
2025/5/11,12:30-12:45,12:30,12:45,唐山海宜路1号站,645.7,360.9,236.6,59.03,0,0
2025/5/11,12:15-12:30,12:15,12:30,唐山海宜路1号站,649.1,596.6,390,96.5,0,0
2025/5/11,12:00-12:15,12:00,12:15,唐山海宜路1号站,657.1,823.6,541.9,132.98,1,0
2025/5/11,11:45-12:00,11:45,12:00,唐山海宜路1号站,655.5,1034.9,680,168.15,0,0
2025/5/11,11:30-11:45,11:30,11:45,唐山海宜路1号站,652.7,1107.7,724.5,175.26,0,0
2025/5/11,11:15-11:30,11:15,11:30,唐山海宜路1号站,647.8,957.6,624.7,153.47,1,0
2025/5/11,11:00-11:15,11:00,11:15,唐山海宜路1号站,652.3,1072.6,700.8,172.52,1,0
2025/5/11,10:45-11:00,10:45,11:00,唐山海宜路1号站,647.4,912.7,596.6,144.34,2,0
2025/5/11,10:30-10:45,10:30,10:45,唐山海宜路1号站,644,879.7,572.7,136.59,1,0
2025/5/11,10:15-10:30,10:15,10:30,唐山海宜路1号站,652.7,374.6,245.1,57.62,1,0
2025/5/11,10:00-10:15,10:00,10:15,唐山海宜路1号站,632.2,472.7,309.7,66.44,0,0
2025/5/11,09:45-10:00,9:45,10:00,唐山海宜路1号站,652.6,364.7,240.3,52.59,0,0
2025/5/11,09:30-09:45,9:30,9:45,唐山海宜路1号站,635.4,559.9,365.9,90.74,0,0
2025/5/11,09:15-09:30,9:15,9:30,唐山海宜路1号站,651.6,512.7,334.2,81.3,2,0
2025/5/11,09:00-09:15,9:00,9:15,唐山海宜路1号站,644.6,224.8,146.1,35.38,2,0
2025/5/11,08:45-09:00,8:45,9:00,唐山海宜路1号站,658.3,440.1,290.9,72.56,0,0
2025/5/11,08:30-08:45,8:30,8:45,唐山海宜路1号站,654.8,574.2,377.8,93.58,0,0
2025/5/11,08:15-08:30,8:15,8:30,唐山海宜路1号站,647.8,281.1,182.7,43.44,1,0
2025/5/11,08:00-08:15,8:00,8:15,唐山海宜路1号站,662.7,224.4,146.8,35.27,0,0
2025/5/11,07:45-08:00,7:45,8:00,唐山海宜路1号站,678.3,165.7,112.3,27.44,1,0
2025/5/11,07:30-07:45,7:30,7:45,唐山海宜路1号站,674.3,264.3,177.6,42.46,0,0
2025/5/11,07:15-07:30,7:15,7:30,唐山海宜路1号站,657.4,363.4,240.6,59.24,0,0
2025/5/11,07:00-07:15,7:00,7:15,唐山海宜路1号站,615.5,440.9,291.6,325.61,0,0
2025/5/11,06:45-07:00,6:45,7:00,唐山海宜路1号站,661.2,995.4,659.3,162.49,0,0
2025/5/11,06:30-06:45,6:30,6:45,唐山海宜路1号站,656.7,1019.1,671.1,163.26,1,0
2025/5/11,06:15-06:30,6:15,6:30,唐山海宜路1号站,652.8,766.1,501.9,124.14,0,0
2025/5/11,06:00-06:15,6:00,6:15,唐山海宜路1号站,652.8,945.5,623.5,153.66,1,0
2025/5/11,05:45-06:00,5:45,6:00,唐山海宜路1号站,660.9,800.5,529.9,130.27,1,0
2025/5/11,05:30-05:45,5:30,5:45,唐山海宜路1号站,661.7,880.8,583.3,139.08,2,0
2025/5/11,05:15-05:30,5:15,5:30,唐山海宜路1号站,657.8,975.7,642.8,154.63,1,0
2025/5/11,05:00-05:15,5:00,5:15,唐山海宜路1号站,648.4,1052.5,694.3,170.57,0,0
2025/5/11,04:45-05:00,4:45,5:00,唐山海宜路1号站,650.2,825.8,542.7,131.96,1,0
2025/5/11,04:30-04:45,4:30,4:45,唐山海宜路1号站,655.8,528.5,347.2,85.29,1,0
2025/5/11,04:15-04:30,4:15,4:30,唐山海宜路1号站,661.4,909.8,602.4,148.77,1,0
2025/5/11,04:00-04:15,4:00,4:15,唐山海宜路1号站,656.9,686.4,452.4,107.15,1,0
2025/5/11,03:45-04:00,3:45,4:00,唐山海宜路1号站,659.5,563.1,371.8,92.36,1,0
2025/5/11,03:30-03:45,3:30,3:45,唐山海宜路1号站,657.5,445.9,293.3,70.98,1,0
2025/5/11,03:15-03:30,3:15,3:30,唐山海宜路1号站,659.2,470.7,310.1,76.87,0,0
2025/5/11,03:00-03:15,3:00,3:15,唐山海宜路1号站,650.9,520.2,343.8,83.78,1,0
2025/5/11,02:45-03:00,2:45,3:00,唐山海宜路1号站,664.8,630.4,419.3,104.7,1,0
2025/5/11,02:30-02:45,2:30,2:45,唐山海宜路1号站,652.7,596.9,395.7,96.86,0,0
2025/5/11,02:15-02:30,2:15,2:30,唐山海宜路1号站,659.7,518.7,345,84.07,2,0
2025/5/11,02:00-02:15,2:00,2:15,唐山海宜路1号站,661.7,975.2,645.6,161.39,0,0
2025/5/11,01:45-02:00,1:45,2:00,唐山海宜路1号站,659.9,1473,973.4,240.79,0,0
2025/5/11,01:30-01:45,1:30,1:45,唐山海宜路1号站,657.2,1337.6,880.8,214.27,1,0
2025/5/11,01:15-01:30,1:15,1:30,唐山海宜路1号站,650.7,730.7,481.3,116.5,2,0
2025/5/11,01:00-01:15,1:00,1:15,唐山海宜路1号站,657.2,922.3,606.7,149.31,1,0
2025/5/11,00:45-01:00,0:45,1:00,唐山海宜路1号站,655.3,868.9,570.2,140.82,0,0
2025/5/11,00:30-00:45,0:30,0:45,唐山海宜路1号站,656.1,845.9,556,135.44,1,0
2025/5/11,00:15-00:30,0:15,0:30,唐山海宜路1号站,646.6,558.6,365,90.29,1,0
2025/5/11,00:00-00:15,0:00,0:15,唐山海宜路1号站,654.2,599.2,391.8,190.06,1,0
2025/5/11,23:45-00:00,23:45,0:00,唐山海宜路1号站,657.5,475.4,311.8,73.81,1,0
2025/5/10,23:30-23:45,23:30,23:45,唐山海宜路1号站,660.4,380,251.5,60.28,1,0
2025/5/10,23:15-23:30,23:15,23:30,唐山海宜路1号站,657.8,465.8,307.1,74.6,0,0
2025/5/10,23:00-23:15,23:00,23:15,唐山海宜路1号站,639.2,425,278.2,68.45,1,0
2025/5/10,22:45-23:00,22:45,23:00,唐山海宜路1号站,649.4,487.3,317.9,78.21,0,0
2025/5/10,22:30-22:45,22:30,22:45,唐山海宜路1号站,653,860.8,562.5,138.54,0,0
2025/5/10,22:15-22:30,22:15,22:30,唐山海宜路1号站,653.2,1115.7,730.7,180.56,0,0
2025/5/10,22:00-22:15,22:00,22:15,唐山海宜路1号站,652,1147.6,750.2,184.69,1,0
2025/5/10,21:45-22:00,21:45,22:00,唐山海宜路1号站,652.8,939.1,614.1,139.82,1,0
2025/5/10,21:30-21:45,21:30,21:45,唐山海宜路1号站,222.5,62.4,41.5,7.97,0,0
2025/5/10,21:15-21:30,21:15,21:30,唐山海宜路1号站,668.1,329.6,220.2,54.1,1,0
2025/5/10,21:00-21:15,21:00,21:15,唐山海宜路1号站,537.1,201.8,134.8,29.28,1,0
2025/5/10,20:45-21:00,20:45,21:00,唐山海宜路1号站,670,327.9,219.5,53.86,1,0
2025/5/10,20:30-20:45,20:30,20:45,唐山海宜路1号站,662.6,434.5,288.3,71.69,1,0
2025/5/10,20:15-20:30,20:15,20:30,唐山海宜路1号站,655.1,748.3,494.9,122.91,0,0
2025/5/10,20:00-20:15,20:00,20:15,唐山海宜路1号站,648.1,862.5,568.5,140.53,1,0
2025/5/10,19:45-20:00,19:45,20:00,唐山海宜路1号站,652.8,983.3,647,158.71,1,0
2025/5/10,19:30-19:45,19:30,19:45,唐山海宜路1号站,654.3,885.1,580.3,142.17,0,0
2025/5/10,19:15-19:30,19:15,19:30,唐山海宜路1号站,651.8,835.4,544.5,134.52,1,0
2025/5/10,19:00-19:15,19:00,19:15,唐山海宜路1号站,655.1,849,557.5,135.77,1,0
2025/5/10,18:45-19:00,18:45,19:00,唐山海宜路1号站,654.6,882.4,580.4,143.62,1,0
2025/5/10,18:30-18:45,18:30,18:45,唐山海宜路1号站,652.9,922.3,604.7,149.51,1,0
2025/5/10,18:15-18:30,18:15,18:30,唐山海宜路1号站,649.9,791.8,516.8,124.89,1,0
2025/5/10,18:00-18:15,18:00,18:15,唐山海宜路1号站,646.2,772.7,507.2,122.69,2,0
2025/5/10,17:45-18:00,17:45,18:00,唐山海宜路1号站,662.2,688.9,456.2,112.75,2,0
2025/5/10,17:30-17:45,17:30,17:45,唐山海宜路1号站,661.7,776.3,512.8,127.63,0,0
2025/5/10,17:15-17:30,17:15,17:30,唐山海宜路1号站,656.9,686.6,456.3,111.99,1,0
2025/5/10,17:00-17:15,17:00,17:15,唐山海宜路1号站,660.4,813.3,538.4,132.89,1,0
2025/5/10,16:45-17:00,16:45,17:00,唐山海宜路1号站,655.8,947.3,622.8,152.13,1,0
2025/5/10,16:30-16:45,16:30,16:45,唐山海宜路1号站,654.3,786.9,515.9,128.02,1,0
2025/5/10,16:15-16:30,16:15,16:30,唐山海宜路1号站,654.3,933.6,612.5,150.36,1,0
2025/5/10,16:00-16:15,16:00,16:15,唐山海宜路1号站,654.5,1311.7,860.6,213.01,0,0
2025/5/10,15:45-16:00,15:45,16:00,唐山海宜路1号站,652.4,1325.2,866.8,211.86,1,0
2025/5/10,15:30-15:45,15:30,15:45,唐山海宜路1号站,647.1,802.3,524.1,128.27,2,0
2025/5/10,15:15-15:30,15:15,15:30,唐山海宜路1号站,648.8,856.1,560.3,134.76,1,0
2025/5/10,15:00-15:15,15:00,15:15,唐山海宜路1号站,658.1,924,609,151.42,2,0
2025/5/10,14:45-15:00,14:45,15:00,唐山海宜路1号站,654.1,1080.4,712,175.06,0,0
2025/5/10,14:30-14:45,14:30,14:45,唐山海宜路1号站,660,952.9,628.9,153.82,2,0
2025/5/10,14:15-14:30,14:15,14:30,唐山海宜路1号站,659.5,518.3,341.9,84.22,1,0
2025/5/10,14:00-14:15,14:00,14:15,唐山海宜路1号站,656.4,371.1,243.9,60.11,1,0
2025/5/10,13:45-14:00,13:45,14:00,唐山海宜路1号站,657.9,953.2,627.4,155.53,0,0
2025/5/10,13:30-13:45,13:30,13:45,唐山海宜路1号站,657,1064.6,699.8,170.96,1,0
2025/5/10,13:15-13:30,13:15,13:30,唐山海宜路1号站,656,1120.8,736.5,181.31,0,0
2025/5/10,13:00-13:15,13:00,13:15,唐山海宜路1号站,655.1,1215.2,798.6,197.62,1,0
2025/5/10,12:45-13:00,12:45,13:00,唐山海宜路1号站,657.4,1071.9,706.7,172.86,2,0
2025/5/10,12:30-12:45,12:30,12:45,唐山海宜路1号站,653.8,982.7,645.7,158.38,1,0
2025/5/10,12:15-12:30,12:15,12:30,唐山海宜路1号站,654,814.2,534.6,130.97,1,0
2025/5/10,12:00-12:15,12:00,12:15,唐山海宜路1号站,651.4,662.6,433.1,103.92,1,0
2025/5/10,11:45-12:00,11:45,12:00,唐山海宜路1号站,129.2,43.2,27.9,3.7,0,0
2025/5/10,11:30-11:45,11:30,11:45,唐山海宜路1号站,567.3,137.1,89.6,19.63,2,0
2025/5/10,11:15-11:30,11:15,11:30,唐山海宜路1号站,653.5,160.2,104.7,25.69,0,0
2025/5/10,11:00-11:15,11:00,11:15,唐山海宜路1号站,661.4,423.1,279.6,69.19,0,0
2025/5/10,10:45-11:00,10:45,11:00,唐山海宜路1号站,655.8,975.3,643,160.82,0,0
2025/5/10,10:30-10:45,10:30,10:45,唐山海宜路1号站,656.2,1197.2,786,193.83,0,0
2025/5/10,10:15-10:30,10:15,10:30,唐山海宜路1号站,653.8,1171.3,766.2,189.06,1,0
2025/5/10,10:00-10:15,10:00,10:15,唐山海宜路1号站,646.9,1149,748.1,184.53,0,0
2025/5/10,09:45-10:00,9:45,10:00,唐山海宜路1号站,657.1,719.9,472.9,114.16,1,0
2025/5/10,09:30-09:45,9:30,9:45,唐山海宜路1号站,549.5,389.3,257.2,57.99,1,0
2025/5/10,09:15-09:30,9:15,9:30,唐山海宜路1号站,43.4,19.5,12.7,2.07,2,0
2025/5/10,09:00-09:15,9:00,9:15,唐山海宜路1号站,618.9,324.2,214.8,49.69,1,0
2025/5/10,08:45-09:00,8:45,9:00,唐山海宜路1号站,651.2,416.5,271.5,66.79,1,0
2025/5/10,08:30-08:45,8:30,8:45,唐山海宜路1号站,651.7,378.1,246.5,59.93,1,0
2025/5/10,08:15-08:30,8:15,8:30,唐山海宜路1号站,523.4,256.5,167.9,39.78,0,0
2025/5/10,08:00-08:15,8:00,8:15,唐山海宜路1号站,0,0,0,0,1,0
2025/5/10,07:45-08:00,7:45,8:00,唐山海宜路1号站,0,0,0,0,0,0
2025/5/10,07:30-07:45,7:30,7:45,唐山海宜路1号站,176.4,60.7,40.2,7.35,0,0
2025/5/10,07:15-07:30,7:15,7:30,唐山海宜路1号站,657.8,293.1,192.6,47.15,0,0
